GDP
% change to year earlier
2017	100,6	102,5	102,2	100,9
2018	101,3	101,9	101,5	

GDP, bln run (current price)
2017	20549,8	22035,1	23948,8	25503,4
2018	22239,4	24846,6	27007,2	

